,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX4029141,11/17/18 11:42,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7100800,SRP144428,PRJNA454802,454802,SRS3248747,SAMN09041731,SRA699121,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5502992,GSE113988,GSM3127886,30373755,9041731,14028S,wild type,NC_016856.1;NC_016855.1,flagellum,WT,WT,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,1.0,1,flagellum_wt_1,,,True,True,True,flagellum:WT,True,True
SRX7514152,1/7/20 14:26,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843537,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810532,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,500_Novobiocin_10min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,1.0,1,500_N_10min_1,,,True,True,True,novobiocin:500_Novobiocin_10min,True,True
SRX1816871,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621136,SRP076025,PRJNA324247,324247,SRS1479630,SAMN05199048,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597734,GSE82167,GSM2185221,30201777,5199048,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_No_treatment,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,3.0,1,del_rsr_3,,,True,True,True,MMC:del_rsr_No_treatment,True,True
SRX1462171,2/2/16 0:00,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2973267,SRP066926,PRJNA304665,304665,SRS1187182,SAMN04305503,SRA314642,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"UNIVERSITY OF CALIFORNIA, IRVINE",300,100,2066952,,,26857569,4305503,Typhimurium,,NC_016856.1;NC_016855.1,14028S_paratyphiA,37C_stationary,37C_log,2,,,,,,37C,,stationary,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,,2.0,1,37C_stationary_2,,,True,True,True,14028S_paratyphiA:37C_stationary,True,True
SRX3456072,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360010,SRP126360,PRJNA421560,421560,SRS2744769,SAMN08146626,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814939,GSE107835,GSM2881319,30682134,8146626,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,5min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1.0,1,5min_LB_csrA_1,,,True,True,True,csrA:5min_LB_csrA,True,True
SRX4029146,11/17/18 11:42,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7100805,SRP144428,PRJNA454802,454802,SRS3248753,SAMN09041737,SRA699121,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5502997,GSE113988,GSM3127891,30373755,9041737,14028S,ΔSTM14_1829 ,NC_016856.1;NC_016855.1,flagellum,ΔSTM14_1829 ,WT,ΔSTM14_1829 ,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,ΔSTM14_1829 ,,3.0,1,flagellum_mutant_3,,,True,True,True,flagellum:ΔSTM14_1829 ,True,True
SRX3456093,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360031,SRP126360,PRJNA421560,421560,SRS2744791,SAMN08146633,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814960,GSE107835,GSM2881340,30682134,8146633,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,10min_mLPM_csrA,0min_LB_WT,csrA mutant,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1.0,1,10min_mLPM_csrA_1,,,True,True,True,csrA:10min_mLPM_csrA,True,True
SRX4029143,11/17/18 11:42,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7100802,SRP144428,PRJNA454802,454802,SRS3248749,SAMN09041740,SRA699121,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5502994,GSE113988,GSM3127888,30373755,9041740,14028S,wild type,NC_016856.1;NC_016855.1,flagellum,WT,WT,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,3.0,1,flagellum_wt_3,,,True,True,True,flagellum:WT,True,True
SRX1816876,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621141,SRP076025,PRJNA324247,324247,SRS1479635,SAMN05199053,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597739,GSE82167,GSM2185226,30201777,5199053,14028S,rtcB,NC_016856.1;NC_016855.1,MMC,del_rtcB_No treatment,WT_No_treatment,del_rtcB,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcB,,2.0,1,del_rtcB_2,,,True,True,True,MMC:del_rtcB_No treatment,True,True
ERX1045666,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968701,ERP011094,PRJEB9939,293185,ERS795637,SAMEA3488488,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681356,,,27601571,3998217,delta STM14_3463,pBAD24,NC_016856.1;NC_016855.1,7TF,del_sprB,WT,del_sprB,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,sprB,ChIP-Seq,2.0,1,del_sprB_2,,,True,True,True,7TF:del_sprB,True,True
SRX3456097,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360035,SRP126360,PRJNA421560,421560,SRS2744794,SAMN08146629,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814964,GSE107835,GSM2881344,30682134,8146629,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,10min_mLPM_csrA,0min_LB_WT,csrA mutant,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2.0,1,10min_mLPM_csrA_2,,,True,True,True,csrA:10min_mLPM_csrA,True,True
SRX1816869,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621134,SRP076025,PRJNA324247,324247,SRS1479628,SAMN05199046,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597732,GSE82167,GSM2185219,30201777,5199046,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_No_treatment,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,1.0,1,del_rsr_1,,,True,True,True,MMC:del_rsr_No_treatment,True,True
SRX7514157,1/7/20 14:27,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843532,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810537,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,0_Novobiocin_0min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,0_N_0min_2,,,True,True,True,novobiocin:0_Novobiocin_0min,True,True
SRX7514170,1/7/20 14:24,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843519,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810550,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,500_Novobiocin_20min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,500_N_20min_2,,,True,True,True,novobiocin:500_Novobiocin_20min,True,True
SRX3456077,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360015,SRP126360,PRJNA421560,421560,SRS2744774,SAMN08146623,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814944,GSE107835,GSM2881324,30682134,8146623,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,5min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2.0,1,5min_LB_csrA_2,,,True,True,True,csrA:5min_LB_csrA,True,True
SRX3456071,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360009,SRP126360,PRJNA421560,421560,SRS2744768,SAMN08146627,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814938,GSE107835,GSM2881318,30682134,8146627,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,2.5min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1.0,1,2.5min_LB_csrA_1,,,True,True,True,csrA:2.5min_LB_csrA,True,True
ERX1045658,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968690,ERP011094,PRJEB9939,293185,ERS795629,SAMEA3488480,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681348,,,27601571,3998209,14028s wild type,pBAD24,NC_016856.1;NC_016855.1,7TF,WT,WT,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,ChIP-Seq,3.0,1,WT_3,,,True,True,True,7TF:WT,True,True
SRX1462102,2/2/16 0:00,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2972890,SRP066926,PRJNA304665,304665,SRS1189534,SAMN04305947,SRA314642,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"UNIVERSITY OF CALIFORNIA, IRVINE",300,100,2066883,,,26857569,4305947,Typhimurium,,NC_016856.1;NC_016855.1,14028S_paratyphiA,37C_log,37C_log,1,,,,,,37C,,log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,,1.0,1,37C_log_1,,,True,True,True,14028S_paratyphiA:37C_log,True,True
ERX2173640,9/20/17 2:59,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2116782,ERP104253,PRJEB22568,407910,ERS1913026,SAMEA104288048,ERA1087704,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,4503917,,,29476659,7673645,,wild type genotype,NC_016856.1;NC_016855.1,fliA,WT,WT,WT,LB,,,Aerobic,,37C,,,0.5-0.7,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,WT_2,,,True,True,True,fliA:WT,True,True
SRX3456078,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360016,SRP126360,PRJNA421560,421560,SRS2744775,SAMN08146622,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814945,GSE107835,GSM2881325,30682134,8146622,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,10min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2.0,1,10min_LB_csrA_2,,,True,True,True,csrA:10min_LB_csrA,True,True
SRX2949970,2/16/18 16:58,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5749731,SRP110259,PRJNA391690,391690,SRS2308437,SAMN07271142,SRA580482,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4210557,GSE100414,GSM2680539,28874555,7271142,14028S,mgtC mutant,NC_016856.1;NC_016855.1,mgtCBR,mgtC_pBAD113,empty_pBAD18,mgtC mutant,N-minimal,,,Aerobic,"0.1% casamino acids, 38 mM glycerol,10 mM Mg2+",37C,,log,,Treatment: 15 min in N-minimal containing 0.5 mM Mg2+ and 10 mM l-arabinose. ,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,,2.0,1,mgtC_mut_2,,,True,True,True,mgtCBR:mgtC_pBAD113,True,True
SRX7514174,1/7/20 14:26,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843515,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810554,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,0_Novobiocin_10min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,3.0,1,0_N_10min_3,,,True,True,True,novobiocin:0_Novobiocin_10min,True,True
SRX7514154,1/7/20 14:28,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843535,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810534,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,0_Novobiocin_20min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,0_N_20min_2,,,True,True,True,novobiocin:0_Novobiocin_20min,True,True
SRX3139267,7/14/19 10:54,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR5983263,SRP116291,PRJNA400368,400368,SRS2472144,SAMN07566983,SRA603230,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4435041,GSE103153,GSM2756211,31346161,7566983,14028S,mgtC overexpression,NC_016856.1;NC_016855.1,mgtC,pUH_mgtC,empty_pUH21,mgtC_overexpression,N-minimal,,,Aerobic,"0.1% casamino acids, 38 mM glycerol,10 mM Mg2+",37C,7.7,log,,N-minimal medium containing 0.5 mM Mg2+ and 0.25 mM IPTG to induce mgtC expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,,2.0,1,mgtC_over_2,,,True,True,True,mgtC:pUH_mgtC,True,True
