,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX4702828,9/25/18 18:30,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7852167,SRP161898,PRJNA491436,491436,SRS3789108,SAMN10077656,SRA776458,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6369106,GSE120043,GSM3392013,30355489,10077656,SL1344,del_ssrAB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,ssrA_ssrB_TCS,ssrB_minus,ssrB_minus,del_ssrAB_ssrB-,LPM,,,Aerobic,,37C,5.8,Mid-log,0.4-0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,ssrAB,,2,1,ssrB_minus_2,,,True,True,True,ssrA_ssrB_TCS:ssrB_minus,True,True
SRX4702829,9/25/18 18:30,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7852168,SRP161898,PRJNA491436,491436,SRS3789109,SAMN10077655,SRA776458,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6369107,GSE120043,GSM3392014,30355489,10077655,SL1344,del_ssrAB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,ssrA_ssrB_TCS,ssrB_minus,ssrB_minus,del_ssrAB_ssrB-,LPM,,,Aerobic,,37C,5.8,Mid-log,0.4-0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,ssrAB,,3,1,ssrB_minus_3,,,True,True,True,ssrA_ssrB_TCS:ssrB_minus,True,True
SRX4702830,9/25/18 18:30,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7852169,SRP161898,PRJNA491436,491436,SRS3789110,SAMN10077654,SRA776458,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6369108,GSE120043,GSM3392015,30355489,10077654,SL1344,del_ssrAB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,ssrA_ssrB_TCS,ssrB_plus,ssrB_minus,del_ssrAB_ssrB+,LPM,,,Aerobic,,37C,5.8,Mid-log,0.4-0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,ssrAB,,1,1,ssrB_plus_1,,,True,True,True,ssrA_ssrB_TCS:ssrB_plus,True,True
SRX4702831,9/25/18 18:30,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7852170,SRP161898,PRJNA491436,491436,SRS3789111,SAMN10077653,SRA776458,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6369109,GSE120043,GSM3392016,30355489,10077653,SL1344,del_ssrAB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,ssrA_ssrB_TCS,ssrB_plus,ssrB_minus,del_ssrAB_ssrB+,LPM,,,Aerobic,,37C,5.8,Mid-log,0.4-0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,ssrAB,,2,1,ssrB_plus_2,,,True,True,True,ssrA_ssrB_TCS:ssrB_plus,True,True
SRX4702832,9/25/18 18:30,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7852171,SRP161898,PRJNA491436,491436,SRS3789112,SAMN10077652,SRA776458,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6369110,GSE120043,GSM3392017,30355489,10077652,SL1344,del_ssrAB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,ssrA_ssrB_TCS,ssrB_plus,ssrB_minus,del_ssrAB_ssrB+,LPM,,,Aerobic,,37C,5.8,Mid-log,0.4-0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,ssrAB,,3,1,ssrB_plus_3,,,True,True,True,ssrA_ssrB_TCS:ssrB_plus,True,True
SRX6054568,12/10/19 19:51,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR9284866,SRP201210,PRJNA548544,548544,SRS4971752,SAMN12042568,SRA898085,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,8098094,GSE132630,GSM3883380,31783730,12042568,SL1344,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,ribodepletion,RiboZero,RiboZero,WT,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,,1,1,RiboZero_1,,,True,True,True,ribodepletion:RiboZero,True,True
SRX6054569,12/10/19 19:51,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR9284867,SRP201210,PRJNA548544,548544,SRS4971755,SAMN12042567,SRA898085,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,8098095,GSE132630,GSM3883381,31783730,12042567,SL1344,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,ribodepletion,RiboZero,RiboZero,WT,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,,2,1,RiboZero_2,,,True,True,True,ribodepletion:RiboZero,True,True
SRX7973255,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394438,SRP253755,PRJNA614513,614513,SRS6358053,SAMN14428302,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409081,GSE147414,GSM4430235,32413287,14428302,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_DMSO,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,LB_DMSO_1,,,True,True,True,dephostatin:LB_DMSO,True,True
SRX7973256,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394439,SRP253755,PRJNA614513,614513,SRS6358054,SAMN14428301,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409082,GSE147414,GSM4430236,32413287,14428301,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_DMSO,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,LB_DMSO_2,,,True,True,True,dephostatin:LB_DMSO,True,True
SRX7973257,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394440,SRP253755,PRJNA614513,614513,SRS6358055,SAMN14428300,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409083,GSE147414,GSM4430237,32413287,14428300,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_DMSO,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,LB_DMSO_3,,,True,True,True,dephostatin:LB_DMSO,True,True
SRX7973258,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394441,SRP253755,PRJNA614513,614513,SRS6358056,SAMN14428299,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409084,GSE147414,GSM4430238,32413287,14428299,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_Dephostatin,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,LB_Dephostatin_1,,,True,True,True,dephostatin:LB_Dephostatin,True,True
SRX7973259,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394442,SRP253755,PRJNA614513,614513,SRS6358057,SAMN14428298,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409085,GSE147414,GSM4430239,32413287,14428298,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_Dephostatin,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,LB_Dephostatin_2,,,True,True,True,dephostatin:LB_Dephostatin,True,True
SRX7973260,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394443,SRP253755,PRJNA614513,614513,SRS6358058,SAMN14428297,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409086,GSE147414,GSM4430240,32413287,14428297,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_Dephostatin,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,LB_Dephostatin_3,,,True,True,True,dephostatin:LB_Dephostatin,True,True
SRX7973261,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394444,SRP253755,PRJNA614513,614513,SRS6358059,SAMN14428296,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409087,GSE147414,GSM4430241,32413287,14428296,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_DMSO,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,LPM_DMSO_1,,,True,True,True,dephostatin:LPM_DMSO,True,True
SRX7973262,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394445,SRP253755,PRJNA614513,614513,SRS6358060,SAMN14428295,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409088,GSE147414,GSM4430242,32413287,14428295,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_DMSO,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,LPM_DMSO_2,,,True,True,True,dephostatin:LPM_DMSO,True,True
SRX7973264,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394447,SRP253755,PRJNA614513,614513,SRS6358062,SAMN14428293,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409090,GSE147414,GSM4430244,32413287,14428293,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_Dephostatin,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,LPM_Dephostatin_1,,,True,True,True,dephostatin:LPM_Dephostatin,True,True
SRX7973265,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394448,SRP253755,PRJNA614513,614513,SRS6358063,SAMN14428292,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409091,GSE147414,GSM4430245,32413287,14428292,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_Dephostatin,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,LPM_Dephostatin_2,,,True,True,True,dephostatin:LPM_Dephostatin,True,True
SRX7973266,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394449,SRP253755,PRJNA614513,614513,SRS6358064,SAMN14428291,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409092,GSE147414,GSM4430246,32413287,14428291,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_Dephostatin,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,LPM_Dephostatin_3,,,True,True,True,dephostatin:LPM_Dephostatin,True,True
SRX8524961,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR11991126,SRP266989,PRJNA638747,638747,SRS6819679,SAMN15203257,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078215,GSE152227,GSM4609627,32900812,15203257,GX,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,GX_EE,WT_EE,GX,LB,,,Aerobic,,37C,,Early-exponential,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,1,1,GX_EE_1,,,True,True,True,fis_regulatory_network:GX_EE,True,True
SRX8524962,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR11991127,SRP266989,PRJNA638747,638747,SRS6819680,SAMN15203256,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078216,GSE152227,GSM4609628,32900812,15203256,GX,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,GX_EE,WT_EE,GX,LB,,,Aerobic,,37C,,Early-exponential,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,2,1,GX_EE_2,,,True,True,True,fis_regulatory_network:GX_EE,True,True
SRX8524963,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR11991128,SRP266989,PRJNA638747,638747,SRS6819681,SAMN15203255,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078217,GSE152227,GSM4609629,32900812,15203255,GX,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,GX_TS,WT_EE,GX,LB,,,Aerobic,,37C,,Transition-to-stationary,3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,1,1,GX_TS_1,,,True,True,True,fis_regulatory_network:GX_TS,True,True
SRX8524964,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR11991129,SRP266989,PRJNA638747,638747,SRS6819682,SAMN15203254,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078218,GSE152227,GSM4609630,32900812,15203254,GX,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,GX_TS,WT_EE,GX,LB,,,Aerobic,,37C,,Transition-to-stationary,3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,2,1,GX_TS_2,,,True,True,True,fis_regulatory_network:GX_TS,True,True
SRX8524965,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR11991130,SRP266989,PRJNA638747,638747,SRS6819683,SAMN15203253,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078219,GSE152227,GSM4609631,32900812,15203253,WT,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,WT_EE,WT_EE,WT,LB,,,Aerobic,,37C,,Early-exponential,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,1,1,WT_EE_1,,,True,True,True,fis_regulatory_network:WT_EE,True,True
SRX8524966,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR11991131,SRP266989,PRJNA638747,638747,SRS6819684,SAMN15203252,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078220,GSE152227,GSM4609632,32900812,15203252,WT,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,WT_EE,WT_EE,WT,LB,,,Aerobic,,37C,,Early-exponential,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,2,1,WT_EE_2,,,True,True,True,fis_regulatory_network:WT_EE,True,True
SRX8524967,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR11991132,SRP266989,PRJNA638747,638747,SRS6819685,SAMN15203251,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078221,GSE152227,GSM4609633,32900812,15203251,WT,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,WT_TS,WT_EE,WT,LB,,,Aerobic,,37C,,Transition-to-stationary,3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,1,1,WT_TS_1,,,True,True,True,fis_regulatory_network:WT_TS,True,True
SRX8524968,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR11991133,SRP266989,PRJNA638747,638747,SRS6819686,SAMN15203250,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078222,GSE152227,GSM4609634,32900812,15203250,WT,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,WT_TS,WT_EE,WT,LB,,,Aerobic,,37C,,Transition-to-stationary,3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,2,1,WT_TS_2,,,True,True,True,fis_regulatory_network:WT_TS,True,True
SRX8524969,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11991134,SRP266989,PRJNA638747,638747,SRS6819687,SAMN15203249,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078223,GSE152227,GSM4609635,32900812,15203249,OX,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,OX_EE,WT_EE,OX,LB,,,Aerobic,,37C,,Early-exponential,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,1,1,OX_EE_1,,,True,True,True,fis_regulatory_network:OX_EE,True,True
SRX8524970,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11991135,SRP266989,PRJNA638747,638747,SRS6819688,SAMN15203248,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078224,GSE152227,GSM4609636,32900812,15203248,OX,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,OX_EE,WT_EE,OX,LB,,,Aerobic,,37C,,Early-exponential,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,2,1,OX_EE_2,,,True,True,True,fis_regulatory_network:OX_EE,True,True
SRX8524971,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11991136,SRP266989,PRJNA638747,638747,SRS6819689,SAMN15203247,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078225,GSE152227,GSM4609637,32900812,15203247,OX,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,OX_TS,WT_EE,OX,LB,,,Aerobic,,37C,,Transition-to-stationary,3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,1,1,OX_TS_1,,,True,True,True,fis_regulatory_network:OX_TS,True,True
SRX8524972,2020-07-07 16:33:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11991137,SRP266989,PRJNA638747,638747,SRS6819690,SAMN15203246,SRA1085541,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11078226,GSE152227,GSM4609638,32900812,15203246,OX,,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,fis_regulatory_network,OX_TS,WT_EE,OX,LB,,,Aerobic,,37C,,Transition-to-stationary,3,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,ChIP-Seq,2,1,OX_TS_2,,,True,True,True,fis_regulatory_network:OX_TS,True,True
SRX8757611,2020-07-19 13:53:41,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252245,SRP272407,PRJNA646976,646976,SRS7029014,SAMN15569589,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391489,GSE154668,GSM4676781,,15569589,SL1344,{delta}rcsB S207A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_S207C,del_rcsB_WT,del_rcsB_S207C,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,1,1,del_rcsB_S207C_1,,,True,True,True,rcsB:del_rcsB_S207C,True,True
SRX8757612,2020-07-19 13:53:41,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252246,SRP272407,PRJNA646976,646976,SRS7029013,SAMN15569588,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391490,GSE154668,GSM4676782,,15569588,SL1344,{delta}rcsB RcsB WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_WT,del_rcsB_WT,del_rcsB_WT,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,1,1,del_rcsB_WT_1,,,True,True,True,rcsB:del_rcsB_WT,True,True
SRX8757613,2020-07-19 13:57:43,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252247,SRP272407,PRJNA646976,646976,SRS7029015,SAMN15569587,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391491,GSE154668,GSM4676783,,15569587,SL1344,{delta}rcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB,del_rcsB_WT,del_rcsB,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,1,1,del_rcsB_1,,,True,True,True,rcsB:del_rcsB,True,True
SRX8757614,2020-07-27 13:20:59,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252248,SRP272407,PRJNA646976,646976,SRS7029016,SAMN15569603,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391492,GSE154668,GSM4676784,,15569603,SL1344,{delta}rcsB H12A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_H12A,del_rcsB_WT,del_rcsB_H12A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,1,1,del_rcsB_H12A_1,,,True,True,True,rcsB:del_rcsB_H12A,True,True
SRX8757615,2020-07-27 13:20:59,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252249,SRP272407,PRJNA646976,646976,SRS7029017,SAMN15569602,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391493,GSE154668,GSM4676785,,15569602,SL1344,{delta}rcsB D56A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_D56A,del_rcsB_WT,del_rcsB_D56A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,1,1,del_rcsB_D56A_1,,,True,True,True,rcsB:del_rcsB_D56A,True,True
